2024-05-05 23:58:24,295 INFO    StreamThr :40018 [internal.py:wandb_internal():86] W&B internal server running at pid: 40018, started at: 2024-05-05 23:58:24.294921
2024-05-05 23:58:24,295 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: status
2024-05-05 23:58:24,296 INFO    WriterThread:40018 [datastore.py:open_for_write():85] open: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/run-2a1i5020.wandb
2024-05-05 23:58:24,297 DEBUG   SenderThread:40018 [sender.py:send():379] send: header
2024-05-05 23:58:24,300 DEBUG   SenderThread:40018 [sender.py:send():379] send: run
2024-05-05 23:58:25,029 INFO    SenderThread:40018 [dir_watcher.py:__init__():211] watching files in: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files
2024-05-05 23:58:25,029 INFO    SenderThread:40018 [sender.py:_start_run_threads():1121] run started: 2a1i5020 with start time 1714953504.29484
2024-05-05 23:58:25,034 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: check_version
2024-05-05 23:58:25,034 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: check_version
2024-05-05 23:58:25,235 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: run_start
2024-05-05 23:58:25,259 DEBUG   HandlerThread:40018 [system_info.py:__init__():32] System info init
2024-05-05 23:58:25,259 DEBUG   HandlerThread:40018 [system_info.py:__init__():47] System info init done
2024-05-05 23:58:25,259 INFO    HandlerThread:40018 [system_monitor.py:start():181] Starting system monitor
2024-05-05 23:58:25,259 INFO    SystemMonitor:40018 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-05-05 23:58:25,259 INFO    HandlerThread:40018 [system_monitor.py:probe():201] Collecting system info
2024-05-05 23:58:25,260 INFO    SystemMonitor:40018 [interfaces.py:start():190] Started cpu monitoring
2024-05-05 23:58:25,260 INFO    SystemMonitor:40018 [interfaces.py:start():190] Started disk monitoring
2024-05-05 23:58:25,261 INFO    SystemMonitor:40018 [interfaces.py:start():190] Started gpu monitoring
2024-05-05 23:58:25,263 INFO    SystemMonitor:40018 [interfaces.py:start():190] Started memory monitoring
2024-05-05 23:58:25,264 INFO    SystemMonitor:40018 [interfaces.py:start():190] Started network monitoring
2024-05-05 23:58:25,291 DEBUG   HandlerThread:40018 [system_info.py:probe():196] Probing system
2024-05-05 23:58:25,293 DEBUG   HandlerThread:40018 [system_info.py:_probe_git():181] Probing git
2024-05-05 23:58:25,297 DEBUG   HandlerThread:40018 [system_info.py:_probe_git():189] Probing git done
2024-05-05 23:58:25,297 DEBUG   HandlerThread:40018 [system_info.py:probe():244] Probing system done
2024-05-05 23:58:25,297 DEBUG   HandlerThread:40018 [system_monitor.py:probe():210] {'os': 'Linux-6.2.16-19-pve-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-05-05T23:58:25.291736', 'startedAt': '2024-05-05T23:58:24.291900', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/train_with_upenn.py', 'codePathLocal': 'train_with_upenn.py', 'codePath': 'train_with_upenn.py', 'git': {'remote': 'https://github.com/GBM-images-research/GBM_Seg_UPENN.git', 'commit': 'b9ce48191448f31d285c9beb18d04d8d589c8f65'}, 'email': None, 'root': '/home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN', 'host': 'pf24a-segmentacion-automatica-gliobastoma', 'username': 'psalmon', 'executable': '/home/psalmon/SegResNet-UPENN/.venv/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 4376.8614375, 'min': 2200.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 3785.651, 'min': 2200.0, 'max': 3800.0}, {'current': 4628.311, 'min': 2200.0, 'max': 3800.0}, {'current': 4532.537, 'min': 2200.0, 'max': 3800.0}, {'current': 3801.785, 'min': 2200.0, 'max': 3800.0}, {'current': 4555.157, 'min': 2200.0, 'max': 3800.0}, {'current': 4739.153, 'min': 2200.0, 'max': 3800.0}, {'current': 3790.37, 'min': 2200.0, 'max': 3800.0}, {'current': 4738.551, 'min': 2200.0, 'max': 3800.0}, {'current': 3786.967, 'min': 2200.0, 'max': 3800.0}, {'current': 4718.042, 'min': 2200.0, 'max': 3800.0}, {'current': 4425.004, 'min': 2200.0, 'max': 3800.0}, {'current': 3796.745, 'min': 2200.0, 'max': 3800.0}, {'current': 4577.025, 'min': 2200.0, 'max': 3800.0}, {'current': 4740.683, 'min': 2200.0, 'max': 3800.0}, {'current': 3792.135, 'min': 2200.0, 'max': 3800.0}, {'current': 3800.0, 'min': 2200.0, 'max': 3800.0}], 'disk': {'/': {'total': 200.0, 'used': 33.31787109375}}, 'gpu': 'Quadro RTX 8000', 'gpu_count': 1, 'gpu_devices': [{'name': 'Quadro RTX 8000', 'memory_total': 51539607552}], 'memory': {'total': 16.0}}
2024-05-05 23:58:25,297 INFO    HandlerThread:40018 [system_monitor.py:probe():211] Finished collecting system info
2024-05-05 23:58:25,297 INFO    HandlerThread:40018 [system_monitor.py:probe():214] Publishing system info
2024-05-05 23:58:25,297 DEBUG   HandlerThread:40018 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-05-05 23:58:25,297 DEBUG   HandlerThread:40018 [system_info.py:_save_pip():68] Saving pip packages done
2024-05-05 23:58:25,297 INFO    HandlerThread:40018 [system_monitor.py:probe():216] Finished publishing system info
2024-05-05 23:58:25,299 DEBUG   SenderThread:40018 [sender.py:send():379] send: files
2024-05-05 23:58:25,299 INFO    SenderThread:40018 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-05-05 23:58:25,302 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: stop_status
2024-05-05 23:58:25,302 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: stop_status
2024-05-05 23:58:25,303 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: internal_messages
2024-05-05 23:58:25,613 DEBUG   SenderThread:40018 [sender.py:send():379] send: telemetry
2024-05-05 23:58:26,031 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_created():271] file/dir created: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/requirements.txt
2024-05-05 23:58:26,031 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_created():271] file/dir created: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/wandb-metadata.json
2024-05-05 23:58:26,194 INFO    wandb-upload_0:40018 [upload_job.py:push():131] Uploaded file /tmp/tmpzba7jxw0wandb/3nvf244k-wandb-metadata.json
2024-05-05 23:58:27,030 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_created():271] file/dir created: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/output.log
2024-05-05 23:58:29,030 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/output.log
2024-05-05 23:58:29,916 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: status_report
2024-05-05 23:58:30,031 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/output.log
2024-05-05 23:58:30,625 DEBUG   SenderThread:40018 [sender.py:send():379] send: exit
2024-05-05 23:58:30,625 INFO    SenderThread:40018 [sender.py:send_exit():584] handling exit code: 1
2024-05-05 23:58:30,625 INFO    SenderThread:40018 [sender.py:send_exit():586] handling runtime: 5
2024-05-05 23:58:30,626 INFO    SenderThread:40018 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-05-05 23:58:30,626 INFO    SenderThread:40018 [sender.py:send_exit():592] send defer
2024-05-05 23:58:30,626 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,626 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 0
2024-05-05 23:58:30,626 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,626 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 0
2024-05-05 23:58:30,626 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 1
2024-05-05 23:58:30,626 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,626 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 1
2024-05-05 23:58:30,627 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,627 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 1
2024-05-05 23:58:30,627 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 2
2024-05-05 23:58:30,627 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,627 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 2
2024-05-05 23:58:30,627 INFO    HandlerThread:40018 [system_monitor.py:finish():190] Stopping system monitor
2024-05-05 23:58:30,627 INFO    HandlerThread:40018 [interfaces.py:finish():202] Joined cpu monitor
2024-05-05 23:58:30,627 INFO    HandlerThread:40018 [interfaces.py:finish():202] Joined disk monitor
2024-05-05 23:58:30,627 DEBUG   SystemMonitor:40018 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-05-05 23:58:30,627 DEBUG   SystemMonitor:40018 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-05-05 23:58:30,627 DEBUG   SystemMonitor:40018 [system_monitor.py:_start():170] Publishing last batch of metrics
2024-05-05 23:58:30,635 INFO    HandlerThread:40018 [interfaces.py:finish():202] Joined gpu monitor
2024-05-05 23:58:30,635 INFO    HandlerThread:40018 [interfaces.py:finish():202] Joined memory monitor
2024-05-05 23:58:30,635 INFO    HandlerThread:40018 [interfaces.py:finish():202] Joined network monitor
2024-05-05 23:58:30,635 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,635 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 2
2024-05-05 23:58:30,635 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 3
2024-05-05 23:58:30,635 DEBUG   SenderThread:40018 [sender.py:send():379] send: stats
2024-05-05 23:58:30,635 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,635 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 3
2024-05-05 23:58:30,635 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,636 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 3
2024-05-05 23:58:30,636 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 4
2024-05-05 23:58:30,636 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,636 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 4
2024-05-05 23:58:30,636 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,636 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 4
2024-05-05 23:58:30,636 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 5
2024-05-05 23:58:30,636 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,636 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 5
2024-05-05 23:58:30,636 DEBUG   SenderThread:40018 [sender.py:send():379] send: summary
2024-05-05 23:58:30,636 INFO    SenderThread:40018 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2024-05-05 23:58:30,636 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,636 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 5
2024-05-05 23:58:30,636 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 6
2024-05-05 23:58:30,637 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,637 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 6
2024-05-05 23:58:30,637 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,637 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 6
2024-05-05 23:58:30,640 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: status_report
2024-05-05 23:58:30,816 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 7
2024-05-05 23:58:30,816 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:30,817 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 7
2024-05-05 23:58:30,817 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
2024-05-05 23:58:30,817 INFO    SenderThread:40018 [sender.py:send_request_defer():608] handle sender defer: 7
2024-05-05 23:58:31,031 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/output.log
2024-05-05 23:58:31,031 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/config.yaml
2024-05-05 23:58:31,031 INFO    Thread-12 :40018 [dir_watcher.py:_on_file_created():271] file/dir created: /home/psalmon/SegResNet-UPENN/GBM_Seg_UPENN/wandb/run-20240505_235824-2a1i5020/files/wandb-summary.json
2024-05-05 23:58:31,625 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: poll_exit
2024-05-05 23:58:31,919 INFO    SenderThread:40018 [sender.py:transition_state():612] send defer: 8
2024-05-05 23:58:31,919 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: poll_exit
2024-05-05 23:58:31,919 DEBUG   HandlerThread:40018 [handler.py:handle_request():144] handle_request: defer
2024-05-05 23:58:31,919 INFO    HandlerThread:40018 [handler.py:handle_request_defer():170] handle defer: 8
2024-05-05 23:58:31,920 DEBUG   SenderThread:40018 [sender.py:send_request():406] send_request: defer
